,Gender,12percentage,CollegeTier,Degree,Specialization,collegeGPA,CollegeState,Salary
605,1,88.5,2,0,8,67.3,0,365000
606,1,75.0,2,2,3,70.65,23,240000
607,1,81.3,2,0,7,76.0,13,175000
608,1,85.0,2,0,8,70.06,13,500000
609,1,87.4,2,0,9,77.0,20,570000
610,1,72.6,2,0,3,77.0,16,680000
611,1,90.0,2,0,16,73.14,0,300000
612,1,65.0,2,0,7,57.0,14,180000
613,1,62.12,2,0,4,53.0,11,200000
614,1,89.66,2,0,8,76.4,12,200000
615,1,69.6,2,0,3,72.0,18,435000
616,1,66.2,2,0,13,67.6,7,240000
617,1,56.0,2,0,8,62.15,21,190000
618,0,95.1,2,0,1,84.01,0,300000
619,0,92.3,2,0,8,67.56,0,360000
620,1,71.08,2,0,8,82.19,20,275000
621,0,83.2,2,0,7,74.25,3,230000
622,1,77.4,2,0,10,72.3,23,200000
623,1,88.3,2,0,4,85.0,20,300000
624,1,81.2,1,0,4,71.67,4,350000
625,1,78.43,1,0,4,70.66,23,785000
626,1,84.0,2,0,8,81.0,11,460000
627,1,85.4,2,0,8,69.3,18,365000
628,0,89.4,2,0,8,74.77,21,200000
629,0,74.6,2,0,3,66.0,23,150000
630,1,62.6,2,0,8,65.12,6,300000
631,1,79.8,2,0,9,93.3,11,460000
632,0,70.0,2,0,1,65.0,8,110000
633,0,65.6,2,0,9,70.0,16,240000
634,0,89.6,2,0,9,84.3,20,305000
635,1,62.0,2,0,13,63.0,13,350000
636,1,71.0,2,0,9,60.38,14,240000
637,1,76.83,2,0,9,82.5,16,310000
638,0,69.16,2,0,13,84.0,23,335000
639,0,73.0,2,0,5,63.0,24,430000
640,0,83.0,2,0,8,76.3,21,300000
641,1,94.1,2,0,8,84.78,0,100000
642,1,74.0,2,0,8,79.8,25,300000
643,1,76.0,2,0,3,67.0,7,285000
644,1,72.8,2,0,3,65.1,23,90000
645,0,49.5,2,3,2,89.7,16,60000
646,1,54.33,2,0,13,79.6,13,200000
647,1,85.8,2,0,8,72.14,4,340000
648,1,82.6,2,0,9,67.96,21,45000
649,1,96.3,2,0,3,72.0,21,870000
650,1,80.2,1,0,3,88.1,9,495000
651,1,67.0,2,0,13,64.27,11,440000
652,1,72.0,2,0,4,85.8,16,350000
653,1,76.0,2,0,7,62.9,14,325000
654,1,82.8,2,0,15,71.74,23,380000
655,1,85.4,2,0,8,64.0,21,130000
656,1,82.55,2,0,4,80.0,11,300000
657,1,80.4,1,0,8,66.49,4,1200000
658,0,83.5,2,0,3,69.76,14,200000
659,0,88.0,2,0,8,84.4,11,375000
660,0,70.0,2,0,4,68.0,23,300000
661,0,86.5,2,0,9,83.7,20,60000
662,1,70.0,2,0,5,66.7,25,150000
663,0,79.5,2,0,3,70.1,20,150000
664,1,65.8,2,0,8,75.6,13,325000
665,1,71.0,2,0,3,68.0,18,350000
666,1,67.25,2,0,3,80.06,20,185000
667,1,89.0,2,0,8,77.07,21,315000
668,1,82.71,2,3,2,77.36,20,185000
669,1,82.6,1,0,6,84.9,16,650000
670,0,97.6,2,0,3,80.0,0,375000
671,1,76.0,2,0,8,79.0,20,400000
672,1,62.8,2,0,3,70.1,23,180000
673,1,75.0,2,3,2,71.0,20,60000
674,1,83.58,2,0,15,74.48,20,100000
675,1,88.16,2,0,13,80.0,20,460000
676,1,74.5,2,0,4,72.78,11,310000
677,1,66.0,2,0,15,63.0,23,144000
678,1,63.83,2,0,3,62.58,23,230000
679,1,90.3,2,0,15,81.0,21,500000
680,0,76.0,2,0,4,76.62,17,180000
681,0,77.0,2,0,13,76.13,13,300000
682,0,70.0,2,0,13,72.0,7,90000
683,1,74.6,2,0,4,78.52,23,325000
684,1,85.2,1,0,3,78.16,3,510000
685,0,93.6,2,0,13,70.22,21,300000
686,1,75.0,2,0,4,68.0,11,325000
687,1,61.2,2,0,3,78.8,24,700000
688,1,67.0,2,0,13,68.3,20,100000
689,1,59.0,2,0,8,56.0,18,170000
690,1,72.15,2,0,4,66.0,18,100000
691,1,72.0,2,0,9,67.46,23,130000
692,1,91.83,2,0,13,70.9,20,220000
693,1,86.0,2,0,8,65.78,23,120000
694,0,70.1,2,0,8,68.2,7,240000
695,1,60.2,2,0,13,68.3,14,240000
696,1,81.1,2,0,3,70.1,11,410000
697,1,74.2,2,2,3,72.7,20,140000
698,1,68.0,2,0,15,76.83,23,325000
699,0,82.83,2,0,12,76.0,11,200000
700,1,75.6,2,0,13,62.0,20,105000
701,0,74.4,1,0,13,72.34,7,180000
702,0,82.8,2,0,3,69.16,21,115000
703,0,78.0,2,0,8,62.0,23,215000
704,0,72.0,2,0,13,73.84,23,120000
705,1,68.6,1,0,8,73.75,4,250000
706,0,69.7,2,0,8,70.8,23,440000
707,1,69.4,2,0,8,76.0,25,180000
708,1,63.6,2,0,4,85.2,25,315000
709,1,58.4,2,0,13,65.9,23,320000
710,0,70.0,2,0,3,74.0,7,265000
711,1,70.8,2,0,8,65.0,23,240000
712,1,84.0,2,0,13,66.0,20,180000
713,1,95.2,2,0,4,79.37,0,350000
714,1,81.0,2,0,3,77.8,25,335000
715,1,70.0,2,0,4,56.5,14,300000
716,1,92.5,2,0,13,68.17,21,495000
717,1,91.2,1,0,7,80.0,13,320000
718,0,84.4,2,0,5,74.49,0,180000
719,1,52.34,2,0,7,63.0,11,110000
720,1,78.2,2,0,16,82.1,16,305000
721,1,61.6,2,0,3,65.0,3,325000
722,0,91.0,2,0,6,64.95,0,250000
723,0,76.3,2,3,2,99.0,14,370000
724,0,77.86,2,0,8,71.0,23,165000
725,0,71.0,2,3,2,85.0,16,200000
726,1,65.0,2,0,13,67.68,23,230000
727,1,73.4,1,0,3,70.8,4,400000
728,1,75.0,2,0,15,70.0,23,500000
729,1,62.0,2,0,3,74.0,23,480000
730,1,80.22,1,0,15,86.1,17,810000
731,1,72.6,2,0,16,58.86,14,200000
732,0,76.8,1,0,8,75.0,4,360000
733,1,81.8,1,0,4,76.4,4,325000
734,0,77.0,2,0,3,68.0,12,320000
735,1,55.0,2,0,8,52.0,11,150000
736,1,67.0,2,0,4,68.0,4,240000
737,0,89.0,2,0,3,72.0,0,300000
738,1,82.5,2,0,3,67.38,11,395000
739,0,80.0,1,0,8,76.0,17,440000
740,1,55.5,2,0,4,59.07,14,180000
741,1,55.0,2,0,13,64.5,23,235000
742,0,83.83,2,0,4,78.15,11,315000
743,0,43.12,2,3,2,68.0,14,160000
744,1,68.66,2,0,13,72.0,7,90000
745,1,61.8,2,0,4,65.72,23,120000
746,0,63.33,2,0,8,65.18,23,185000
747,1,68.0,2,0,13,69.0,19,345000
748,1,66.0,2,0,13,60.23,11,360000
749,1,75.0,2,0,13,65.0,23,120000
750,1,80.0,1,0,8,73.2,4,400000
751,1,62.0,2,0,13,70.0,23,200000
752,1,72.0,2,0,13,64.0,24,225000
753,0,69.2,2,0,13,71.8,23,240000
754,0,74.05,2,3,2,70.06,23,420000
755,1,71.25,2,0,8,67.0,20,225000
756,1,81.5,2,2,8,82.0,11,90000
758,1,74.0,2,0,1,77.0,20,180000
759,1,77.5,2,0,13,70.0,11,560000
760,0,73.0,2,0,3,71.0,23,335000
761,0,75.75,2,0,13,72.0,20,100000
762,1,87.6,1,0,3,76.48,4,880000
763,1,75.0,2,0,4,60.0,11,200000
764,0,76.0,2,0,8,73.0,21,45000
765,1,62.4,2,0,8,60.0,7,200000
766,0,69.8,2,0,8,68.4,23,150000
767,0,94.0,2,0,8,71.82,21,200000
768,0,79.9,2,0,6,78.0,20,100000
769,0,88.9,2,0,8,75.3,0,300000
770,1,96.7,2,0,8,92.0,20,225000
771,1,66.0,2,0,11,56.24,14,300000
772,1,72.6,2,0,3,73.6,23,200000
773,1,77.4,1,0,8,78.9,25,405000
774,1,61.5,2,0,4,76.1,25,70000
775,1,81.25,2,0,4,75.0,22,110000
776,1,87.14,2,0,4,77.0,25,300000
777,0,85.0,2,0,8,74.7,7,350000
778,1,69.5,2,0,13,56.7,11,180000
779,1,71.5,2,0,9,64.0,23,300000
780,1,75.5,2,0,15,76.0,20,240000
781,1,65.0,2,0,4,71.42,23,120000
782,1,76.0,2,0,4,74.0,20,195000
783,1,78.8,1,0,4,71.0,8,325000
784,1,74.0,2,0,3,70.4,23,305000
785,0,78.0,2,0,3,71.1,25,100000
786,1,56.0,2,3,2,67.37,24,180000
787,0,82.0,2,0,13,76.0,11,450000
788,1,82.6,2,0,4,75.88,13,335000
789,0,77.0,2,0,4,75.0,13,120000
790,0,87.9,2,0,8,77.4,21,335000
791,0,74.6,2,0,3,79.21,23,200000
792,0,95.3,2,0,8,80.95,21,100000
793,1,85.4,1,0,3,73.3,4,325000
794,0,73.0,2,0,3,74.0,18,250000
795,0,74.0,2,3,2,76.0,23,200000
796,1,95.0,2,0,8,74.9,0,475000
797,0,95.3,2,0,3,92.3,20,300000
798,0,75.5,2,0,4,82.8,25,200000
799,1,94.4,2,0,9,82.4,21,365000
800,1,64.0,2,0,4,62.0,23,110000
801,1,61.0,2,0,4,62.0,11,180000
802,1,85.4,2,0,8,76.92,23,395000
803,1,65.5,2,0,11,51.0,14,110000
804,0,64.0,2,0,8,55.07,11,180000
805,1,66.4,1,0,4,65.22,23,325000
806,0,87.0,2,0,7,80.9,11,450000
807,1,60.0,2,0,13,65.62,23,280000
808,1,71.9,2,0,8,55.0,23,150000
809,1,73.0,2,0,8,73.0,23,470000
810,1,69.0,2,0,13,63.0,23,180000
811,1,87.0,1,2,9,95.3,23,1200000
812,1,63.6,2,0,8,63.18,18,145000
813,1,63.0,2,0,8,65.0,23,180000
814,1,69.0,2,0,9,73.0,23,180000
815,1,86.91,2,0,13,70.5,20,160000
816,1,71.0,2,0,13,80.7,25,145000
817,0,84.6,2,0,3,83.9,4,420000
818,1,79.0,2,0,13,62.81,11,600000
819,1,71.25,2,0,3,65.0,0,300000
820,1,95.3,2,0,13,88.8,11,400000
821,0,93.5,2,0,9,68.48,0,145000
822,1,74.0,2,0,15,71.2,17,180000
823,1,74.0,2,0,8,74.0,18,220000
824,0,73.0,2,0,9,77.0,20,100000
825,1,76.4,2,0,15,69.7,7,455000
826,1,68.2,2,0,16,76.0,25,380000
827,0,69.0,2,0,13,54.0,18,150000
828,1,66.6,2,0,9,60.0,24,100000
829,1,73.8,2,0,3,79.12,23,305000
830,0,92.2,2,0,3,78.85,21,410000
831,1,88.0,2,0,4,66.0,23,200000
832,1,78.2,2,0,8,55.0,11,220000
833,0,74.0,2,0,13,74.9,20,220000
834,1,85.5,2,0,7,63.17,14,475000
835,0,84.4,1,0,3,79.3,4,360000
836,1,72.5,2,0,4,62.28,7,120000
837,1,70.4,2,0,13,70.38,23,600000
838,1,75.8,1,2,16,82.5,23,420000
839,1,72.15,2,3,2,81.0,20,325000
840,1,76.5,2,0,8,68.34,16,315000
841,1,71.0,2,0,7,77.0,16,400000
842,1,60.0,2,0,13,63.0,23,250000
843,1,64.0,2,0,9,61.0,23,200000
844,0,70.83,2,0,3,60.0,14,200000
845,0,79.0,2,0,8,71.5,23,400000
846,1,79.4,2,0,8,69.47,20,385000
847,1,67.75,2,3,2,76.0,20,145000
848,0,74.0,2,0,7,68.9,21,510000
849,1,83.8,1,0,3,84.6,25,365000
850,1,71.33,2,0,13,65.97,14,320000
851,1,79.2,2,0,8,72.86,9,350000
852,1,72.0,2,0,9,66.98,23,120000
853,1,62.2,2,3,2,78.0,25,175000
854,1,65.0,2,0,9,73.0,23,215000
855,1,70.0,1,0,13,65.0,8,400000
856,1,70.0,2,0,13,68.88,23,180000
857,1,50.0,2,0,16,58.0,11,100000
858,1,77.4,2,3,2,76.72,4,350000
859,1,78.0,2,0,7,54.75,14,145000
860,1,94.0,2,0,8,68.0,21,200000
861,1,54.0,2,3,2,61.0,23,205000
862,1,72.0,2,0,4,65.51,23,100000
863,1,88.83,2,0,8,75.0,23,300000
864,1,76.67,1,0,8,95.7,17,1100000
865,1,67.0,2,0,13,69.5,23,235000
866,1,81.0,1,0,4,70.0,4,275000
867,1,62.0,2,0,13,63.3,23,180000
868,1,89.0,2,0,15,79.8,20,75000
869,1,71.2,2,0,13,68.0,20,300000
870,1,76.4,2,0,8,69.2,23,275000
871,1,53.0,2,0,16,69.0,17,300000
872,1,79.23,2,0,3,69.0,18,200000
873,0,62.0,2,0,3,64.9,18,180000
874,1,87.0,2,0,8,76.32,11,300000
875,0,79.8,2,0,5,76.0,20,110000
876,1,61.6,1,0,13,66.9,18,400000
877,0,60.0,2,0,4,70.82,23,220000
878,1,54.14,2,0,13,58.0,11,520000
879,1,92.4,2,0,8,66.65,0,360000
880,0,69.6,2,0,8,66.2,18,170000
881,1,77.2,2,0,9,79.0,7,475000
882,1,62.0,2,0,8,60.0,16,100000
883,0,73.61,1,0,3,76.09,4,200000
884,0,91.8,2,0,8,75.0,12,320000
885,1,65.6,2,0,8,58.0,11,190000
886,1,52.8,2,3,2,72.27,24,150000
887,1,78.0,2,0,7,70.26,14,400000
888,1,64.8,2,0,4,74.0,25,120000
889,1,66.0,2,0,4,70.0,16,195000
890,1,59.0,2,0,3,67.0,23,675000
891,1,70.4,2,0,8,61.4,23,180000
892,1,63.0,2,0,13,75.2,25,300000
893,1,77.0,1,0,7,77.0,13,370000
894,1,76.0,2,0,1,58.0,24,290000
895,1,69.0,2,0,9,71.0,20,310000
896,1,65.4,2,3,2,73.55,23,200000
897,1,86.4,2,0,9,72.62,23,345000
898,0,68.6,2,0,3,77.0,23,190000
899,0,55.0,2,3,2,72.0,23,200000
900,1,90.2,1,0,1,77.78,24,600000
901,1,67.0,2,0,13,63.19,23,400000
902,0,60.0,2,3,2,68.0,21,110000
903,0,60.0,2,0,12,65.0,11,205000
904,1,72.2,2,0,15,65.0,16,370000
905,1,64.0,2,0,15,58.0,14,120000
906,1,62.0,2,0,8,70.0,16,225000
907,0,81.0,2,0,4,76.4,21,400000
908,0,94.2,2,0,13,88.2,0,425000
909,1,61.0,2,0,8,75.0,20,265000
910,1,83.88,2,0,7,77.1,16,450000
911,1,78.4,2,0,4,68.5,21,240000
912,1,82.0,2,0,4,67.0,11,325000
913,1,67.0,2,0,8,61.8,23,300000
914,0,94.9,2,0,3,76.0,21,355000
915,0,84.09,2,0,3,72.8,20,110000
916,1,62.5,2,2,13,73.1,20,150000
917,1,85.0,2,0,8,81.0,20,335000
918,0,78.8,2,0,4,79.57,24,200000
919,0,88.0,2,0,4,67.0,21,300000
920,1,58.0,2,0,13,84.0,16,145000
921,1,83.6,2,0,8,72.0,7,200000
922,1,68.0,2,0,4,63.5,7,205000
923,1,64.45,2,0,8,63.66,11,140000
924,0,69.6,2,0,8,81.0,25,225000
925,1,86.8,2,0,4,73.1,0,180000
926,0,61.85,2,3,2,75.81,18,300000
927,1,64.8,2,0,16,74.0,25,130000
928,1,79.6,2,0,0,87.6,23,215000
929,1,66.0,2,0,9,74.74,23,180000
930,1,65.2,2,0,4,88.0,23,335000
931,1,68.2,2,3,2,83.2,13,120000
932,1,74.2,2,0,13,61.1,23,180000
933,0,61.6,2,2,14,82.0,25,265000
934,1,97.8,1,0,8,85.7,21,320000
935,1,70.0,2,0,8,55.0,18,145000
936,1,65.0,2,0,13,69.8,23,260000
937,1,63.33,2,0,4,64.88,13,310000
938,1,72.6,2,0,4,83.0,11,420000
939,1,82.0,2,0,13,68.0,20,465000
940,1,74.6,2,0,8,68.1,23,180000
941,1,85.0,2,0,4,65.25,17,315000
942,1,67.0,2,0,4,62.0,20,135000
943,1,84.0,2,0,4,85.78,20,315000
944,0,88.0,2,0,5,81.5,16,360000
945,1,60.0,2,0,13,77.0,25,275000
946,0,69.5,2,0,13,63.25,21,120000
947,1,75.2,2,0,7,74.41,16,325000
948,1,79.8,1,0,13,80.05,4,450000
949,1,83.0,1,0,3,84.0,10,550000
950,0,61.0,2,0,3,65.0,25,400000
951,0,72.0,2,0,4,74.6,17,65000
952,1,85.0,1,0,8,82.2,4,350000
953,1,68.0,2,0,4,73.0,18,265000
954,1,69.2,2,0,4,74.9,25,65000
955,1,68.0,2,3,2,72.0,23,180000
956,1,92.4,1,0,4,83.55,4,325000
957,1,83.25,2,0,8,86.0,23,325000
958,0,72.0,2,3,2,78.0,11,400000
959,1,71.3,2,0,9,69.4,13,200000
960,1,69.83,2,0,4,79.4,25,190000
961,1,85.2,2,0,15,68.76,23,325000
962,1,93.41,2,0,8,80.0,20,365000
963,1,64.8,2,0,8,66.6,7,180000
964,1,72.0,2,0,8,73.4,17,330000
965,0,67.4,2,0,8,71.7,23,390000
966,1,59.0,2,0,15,70.0,23,240000
967,1,59.4,2,0,6,72.0,23,360000
968,1,84.0,2,0,4,68.6,0,350000
969,0,66.0,2,0,8,60.81,23,215000
970,1,63.3,2,0,8,75.0,13,600000
971,1,81.33,2,0,4,74.04,23,200000
972,0,89.75,2,0,8,78.0,25,190000
973,1,76.5,2,0,9,75.9,20,95000
974,0,82.0,2,0,4,74.01,7,205000
975,1,72.0,2,0,4,78.0,18,330000
976,1,72.5,2,0,16,57.8,0,120000
977,1,91.5,2,0,8,81.0,20,600000
978,1,74.0,2,0,15,82.0,11,350000
979,1,67.8,2,0,3,69.3,18,500000
980,1,76.4,2,0,5,72.65,13,335000
981,1,61.2,2,0,8,72.98,23,400000
982,1,71.0,2,0,8,65.2,20,180000
983,0,63.0,2,0,5,65.0,16,430000
984,1,76.0,2,0,3,71.0,20,300000
985,0,87.05,2,0,7,75.25,14,320000
986,1,60.0,2,0,8,67.8,20,230000
987,0,81.0,2,0,4,67.0,11,250000
988,1,70.4,2,0,4,78.44,23,120000
989,0,76.2,2,0,8,71.0,13,200000
990,1,60.25,2,0,15,68.63,23,1200000
991,1,60.0,2,0,8,62.0,23,270000
992,1,89.4,2,0,8,77.15,21,310000
993,1,76.8,2,0,5,77.5,18,180000
994,1,77.8,2,0,14,79.0,6,300000
995,1,87.6,2,0,3,79.68,23,770000
996,1,82.0,2,0,8,77.5,0,360000
997,1,72.0,2,0,3,55.5,14,210000
998,1,86.0,2,0,4,63.77,14,400000
999,1,64.0,2,3,2,84.0,17,60000
1000,1,74.6,2,0,13,70.85,13,330000
1001,1,91.33,2,0,9,70.0,20,105000
1002,1,77.54,2,0,7,71.82,18,160000
1003,1,74.0,1,0,13,80.0,4,350000
1004,1,84.8,2,0,8,73.0,9,350000
1005,0,74.4,2,0,13,74.01,23,200000
1006,1,92.67,2,0,13,94.5,20,400000
1007,1,69.2,2,0,1,65.0,23,700000
1008,1,83.0,2,0,4,69.11,23,180000
1009,0,80.3,2,0,13,63.54,21,360000
1010,1,71.85,2,0,8,65.44,18,180000
1011,1,74.0,2,0,13,68.0,7,220000
1012,1,51.0,2,3,2,72.0,24,460000
1013,0,92.9,2,0,8,69.37,21,310000
1014,1,69.4,2,0,8,69.53,18,300000
1015,1,68.0,2,0,8,80.0,13,100000
1016,1,69.4,2,0,8,72.14,14,310000
1017,0,90.33,2,0,3,82.84,11,510000
1018,0,61.0,2,0,3,77.0,7,330000
1019,1,65.4,2,0,4,70.59,13,345000
1020,1,65.0,2,0,13,62.0,21,240000
1021,1,84.2,2,0,9,75.6,21,100000
1022,0,56.4,2,0,3,65.7,21,205000
1023,1,69.45,2,0,3,76.0,25,110000
1024,1,63.0,2,0,9,63.3,23,2500000
1025,1,81.0,2,0,9,66.0,0,220000
1026,1,60.0,2,0,4,66.76,23,120000
1027,1,61.0,2,0,13,71.23,23,185000
1028,1,61.8,1,0,9,75.5,4,325000
1030,1,64.0,2,0,4,72.0,11,525000
1031,1,82.5,2,0,3,69.1,13,430000
1032,0,79.4,1,0,4,78.34,23,340000
1033,1,71.0,2,0,3,74.97,17,450000
1034,1,55.2,2,0,3,71.6,18,180000
1035,1,60.66,1,3,2,76.2,10,435000
1037,1,69.6,2,0,8,66.7,11,180000
1038,1,72.67,2,0,7,64.53,14,300000
1039,1,82.0,2,0,8,77.5,23,200000
1040,1,95.0,2,0,8,68.0,21,200000
1041,1,57.8,2,0,8,61.0,11,180000
1042,1,54.0,2,0,13,56.0,23,120000
1043,0,86.0,2,2,4,83.0,20,215000
1044,1,75.5,2,0,1,65.66,11,295000
1045,1,78.0,2,0,8,83.43,17,300000
1046,1,57.6,2,0,4,67.0,13,305000
1047,0,88.6,2,0,13,75.6,0,325000
1048,1,70.0,2,0,3,70.17,18,120000
1049,1,95.2,2,0,15,78.36,21,300000
1050,1,83.0,2,0,16,80.0,11,320000
1051,1,72.4,2,0,4,76.1,17,320000
1052,0,72.0,2,0,8,72.25,18,345000
1053,1,63.0,2,0,13,63.0,7,150000
1054,1,67.2,2,0,4,75.69,13,145000
1055,0,72.2,1,0,8,77.0,4,730000
1056,1,68.2,2,3,2,65.47,24,400000
1057,1,66.4,2,0,8,64.7,7,180000
1058,1,74.71,2,0,4,72.9,25,325000
1059,0,68.67,2,0,3,72.3,18,420000
1060,0,71.0,2,0,13,64.0,13,125000
1061,1,63.0,2,0,8,75.0,25,300000
1062,1,78.8,2,0,3,82.16,7,355000
1063,0,65.4,2,0,4,79.0,25,95000
1064,0,80.1,2,0,3,63.5,21,395000
1065,1,72.2,2,0,8,78.0,25,230000
1066,1,61.0,2,0,13,60.0,18,415000
1067,1,77.0,2,2,4,78.0,23,215000
1068,1,58.0,2,0,8,74.2,25,205000
1069,1,60.8,2,0,13,69.73,23,500000
1070,1,56.0,2,0,8,61.4,23,390000
1071,1,49.6,2,0,8,61.38,23,180000
1072,1,82.4,1,0,16,75.0,17,375000
1073,1,77.8,2,0,9,78.84,17,200000
1074,0,94.0,1,0,8,78.0,21,300000
1075,1,64.5,2,0,13,63.42,23,335000
1076,1,65.2,2,0,13,70.3,13,420000
1077,1,75.2,2,0,8,65.15,18,200000
1078,0,74.0,2,0,3,67.0,17,240000
1079,0,68.8,2,0,4,70.1,3,120000
1080,1,78.2,2,0,3,75.73,11,500000
1081,0,79.6,2,0,8,72.4,4,310000
1082,1,89.3,2,0,9,87.5,20,120000
1083,1,81.66,2,0,8,65.8,11,290000
1084,0,77.6,1,3,2,90.0,10,350000
1085,1,61.6,1,0,13,71.8,7,325000
1086,0,64.4,2,0,0,73.0,20,235000
1087,1,88.3,2,0,8,70.1,0,325000
1088,1,58.6,2,0,14,84.4,25,1300000
1089,0,68.0,2,0,8,60.0,23,225000
1090,0,74.6,2,0,7,71.2,23,100000
1091,0,75.0,2,0,13,63.7,14,300000
1092,0,74.12,2,0,13,65.0,23,355000
1093,0,87.0,2,0,3,77.0,7,430000
1094,1,63.0,2,0,8,68.0,18,240000
1095,0,70.2,2,0,8,76.0,16,115000
1096,1,62.0,2,0,3,69.0,23,180000
1097,1,62.6,2,0,8,78.0,16,95000
1098,1,77.6,1,0,8,74.3,4,350000
1099,0,82.66,2,0,9,78.7,16,345000
1100,1,73.4,2,0,4,61.8,7,315000
1101,1,64.0,1,0,4,68.0,4,350000
1102,1,86.4,1,0,4,76.0,4,325000
1103,0,56.0,2,3,2,71.0,14,190000
1104,0,90.4,2,0,3,73.0,23,465000
1105,1,71.6,2,0,4,84.0,24,500000
1106,1,74.25,2,0,7,73.0,25,415000
1107,1,63.0,2,0,4,83.0,7,140000
1108,1,67.8,2,0,4,82.67,24,350000
1109,1,80.75,2,0,13,68.26,7,320000
1110,1,76.0,2,0,3,73.0,18,420000
1111,0,67.4,2,0,4,67.4,21,145000
1112,1,81.4,2,0,8,61.92,20,150000
1113,1,62.0,1,0,4,68.0,4,420000
1114,1,63.6,2,0,13,69.43,23,180000
1115,1,86.0,1,0,3,69.0,4,400000
1116,1,95.8,2,0,8,75.6,0,440000
1117,1,91.0,2,0,4,80.6,21,240000
1118,1,88.7,2,0,3,69.03,21,405000
1119,1,71.52,2,0,7,70.87,14,200000
1120,1,90.7,1,0,8,60.9,20,310000
1121,1,80.0,2,0,8,73.0,23,325000
1122,0,94.0,2,0,8,74.0,21,440000
1123,1,67.6,2,0,3,65.02,11,405000
1124,1,89.7,2,0,16,71.0,0,240000
1125,1,68.4,2,0,13,74.3,25,145000
1126,0,75.0,2,0,0,76.5,23,170000
1127,1,86.8,1,0,3,80.8,4,265000
1128,1,66.8,2,0,13,69.91,23,440000
1129,1,67.6,2,0,4,62.37,7,325000
1130,1,87.5,2,0,8,68.0,12,355000
1131,1,83.5,2,0,8,77.0,11,600000
1132,1,70.2,2,0,15,61.73,23,430000
1133,0,74.4,2,0,13,74.0,16,380000
1134,1,67.0,2,0,5,69.0,23,320000
1135,0,74.6,2,0,8,72.2,18,140000
1136,0,81.6,2,0,13,85.8,11,320000
1137,1,55.5,2,0,13,61.5,7,280000
1138,1,65.2,2,0,15,66.17,24,120000
1139,1,67.0,2,3,2,72.0,17,300000
1140,1,84.0,2,0,8,69.42,12,120000
1141,1,65.0,2,0,3,66.6,17,250000
1142,1,62.7,2,0,7,71.3,16,310000
1143,0,86.3,2,0,4,75.27,0,100000
1144,1,73.8,2,0,4,70.3,23,280000
1145,1,68.77,2,3,2,77.04,23,105000
1146,1,68.0,2,3,2,78.16,23,220000
1147,0,80.0,2,0,8,62.0,7,200000
1148,1,75.11,1,0,8,90.01,2,610000
1149,0,65.0,2,0,4,71.78,23,240000
1150,1,73.6,2,0,15,72.19,11,400000
1151,1,73.6,2,0,13,73.5,23,725000
1152,1,97.5,2,0,8,87.1,20,500000
1153,1,52.9,2,0,9,61.14,21,100000
1154,1,71.4,2,0,13,71.54,7,320000
1155,1,63.0,1,0,15,55.0,14,775000
1156,1,91.7,2,0,13,70.0,21,305000
1157,1,73.0,2,0,3,62.0,17,120000
1158,0,65.6,2,0,5,76.0,25,120000
1159,1,55.0,2,0,8,66.0,18,240000
1160,1,56.9,2,2,4,72.5,25,100000
1161,1,60.0,2,0,4,64.0,21,170000
1162,1,69.33,2,0,8,66.0,23,200000
1163,1,69.5,2,2,16,69.0,14,150000
1164,1,66.6,2,0,4,64.0,23,310000
1165,1,62.0,2,0,4,67.2,25,100000
1166,1,64.0,2,0,8,68.0,23,350000
1167,1,68.0,2,0,15,67.93,14,100000
1168,0,72.6,2,0,3,78.0,25,450000
1169,1,62.4,2,0,4,74.3,16,360000
1170,1,93.9,2,0,4,73.2,0,325000
1171,1,63.0,2,0,3,64.0,17,50000
1172,0,76.0,2,0,9,75.0,20,200000
1173,1,95.6,2,0,3,71.44,21,235000
1174,0,65.0,2,3,2,73.0,21,100000
1175,1,79.0,2,0,4,75.0,20,130000
1176,1,76.24,2,0,13,71.11,23,430000
1177,1,74.0,2,0,8,82.7,23,320000
1178,1,82.0,2,0,13,67.0,14,220000
1179,1,87.7,2,0,8,71.04,21,120000
1180,0,74.0,2,0,13,79.0,23,385000
1181,1,62.0,2,0,3,60.0,17,220000
1182,1,85.4,2,0,9,75.3,21,300000
1183,1,64.8,2,0,4,69.54,23,120000
1184,1,73.4,1,0,3,72.0,4,520000
1185,0,77.16,1,0,3,72.0,23,300000
1186,1,65.0,2,0,13,65.0,13,180000
1187,1,67.0,2,0,13,54.0,14,280000
1188,1,62.33,2,0,7,74.0,16,150000
1189,1,59.0,2,3,2,83.52,25,100000
1190,1,76.0,2,0,4,65.0,7,280000
1191,1,68.0,1,0,5,69.4,11,330000
1192,1,73.2,2,0,9,75.0,20,180000
1193,1,69.89,2,0,3,66.5,23,520000
1194,0,69.83,2,0,5,63.83,14,300000
1195,1,85.88,2,0,7,62.0,14,415000
1196,1,80.0,2,0,8,66.5,23,215000
1197,1,77.2,2,0,13,68.53,13,310000
1198,1,85.6,2,0,3,73.0,20,240000
1199,1,60.2,2,0,13,69.62,23,195000
1200,1,79.8,2,0,13,82.6,20,430000
1201,1,83.7,2,0,3,68.75,21,400000
1202,1,85.6,2,0,7,73.59,14,450000
1203,1,69.7,2,3,2,69.06,21,105000
1204,1,80.4,2,0,4,68.71,11,275000
